Q14,2009-04-07,Q. 【登場】などの代償で「キャラを1体控え室に置く」という場合、手札のキャラでもいいのでしょうか？,A. いいえ。「キャラを1体」や「“ギガロマニアックス”を1体」などの指定があった場合、アリーナのキャラを控え室に置く必要があります。,Q14 （2009-04-07）
Q15,2009-04-07,Q. キャラにセットカードがセットされている状態で、エクストラキャラをそのキャラに重ねて登場させた場合、セットカードはどうなるのでしょうか？,A. エクストラキャラにセットされた状態になります。,Q15 （2009-04-07）
Q16,2009-04-07,Q. スキルとは何を指しているのでしょうか？,A. 『先制攻撃』『先制防御』『貫通』『反射』『相手選択』などの、『～』で表記された能力を指します。,Q16 （2009-04-07）
Q17,2009-04-07,Q. 一人のキャラが同じスキルを複数持っていた場合、それぞれ効果を発揮するのでしょうか？,A. いいえ。同じスキルを複数持っていても効果は重複しません。,Q17 （2009-04-07）
Q18,2009-04-07,"[NP-072：コンビ“ファントム”「アイン」&「ツヴァイ」]
[NP-073：奇妙な同居「ツヴァイ」&「キャル ディヴェンス」]
Q. 《コンビ“ファントム”「アイン」＆「ツヴァイ」》がアリーナにいる時に、手札にある「キャル ディヴェンス」を控え室に置くことで《奇妙な同居「ツヴァイ」＆「キャル ディヴェンス」》を登場させることは可能でしょうか？",A. はい。可能です。カードが複数のネームを持つ場合、いずれかのネームがエクストラキャラを登場させる条件を満たしていればエクストラキャラを登場させることができます。,Q18 （2009-04-07）
Q19,2009-04-07,"[NP-089：マッド・サイエンティスト「ドクターウェスト」]
Q. 《マッド・サイエンティスト「ドクター・ウェスト」》は、自分の手札が0枚の時にアリーナに登場させることはできるのでしょうか？",A. はい。可能です。手札を0枚見せる事で、代償を満たす事ができます。,Q19 （2009-04-07）
Q20,2009-04-07,"[NP-094：無垢なる刃「デモンベイン」]
[NP-097：マギウス・スタイル「大十字 九郎」&「アル・アジフ」]
Q. .《マギウス・スタイル「大十字 九郎」＆「アル・アジフ」》が場に出ている時に、《無垢なる刃「デモンベイン」》をアリーナに重ねて登場させる事は可能でしょうか？",A. はい。可能です。その場合、手札にある「大十字 九郎」か「アル・アジフ」のネームを持つカードを控え室に置き、《マギウス・スタイル「大十字 九郎」＆「アル・アジフ」》に《無垢なる刃「デモンベイン」》を重ねて登場させます。,Q20 （2009-04-07）
Q21,2009-04-07,"[NP-094：無垢なる刃「デモンベイン」]
[NP-097：マギウス・スタイル「大十字 九郎」&「アル・アジフ」]
Q. 《無垢なる刃「デモンベイン」》がアリーナに登場している時に、《マギウス・スタイル「大十字 九郎」＆「アル・アジフ」》をアリーナに重ねて登場させる事は可能でしょうか？",A. はい。可能です。《無垢なる刃「デモンベイン」》は「大十字 九郎」と「アル・アジフ」のネームを持っている扱いになります。その場合、手札にある「大十字 九郎」か「アル・アジフ」のネームを持つカードを控え室に置き、《無垢なる刃「デモンベイン」》に《マギウス・スタイル「大十字 九郎」＆「アル・アジフ」》を重ねて登場させます。,Q21 （2009-04-07）
Q22,2009-04-10,Q. ターン終了時までのイベントカードの効果を受けているカードが、そのターン中に裏向きになり、その後、表向きに戻りました。この時イベントカードの効果はどうなるのでしょうか？,A. 再びイベントカードの効果を受けます。耐久力にダメージを受けていた場合でも、そのダメージもリセットされます。,Q22 （2009-04-10）
Q23,2009-04-10,Q. 対戦相手のキャラにセットカードをセットすることはできるのでしょうか？,A. いいえ。できません。特別な記載がない限りはセットカードは自分のキャラにのみセット可能です。,Q23 （2009-04-10）
Q24,2009-04-10,"[NP-011：初代“魔女”「アリデッド」黒鎚]
[NP-022：Star Mine Girl“魔女”「スピカ」&「ガーネット」&「ミラ」]
[NP-023：終演の“魔女”「スピカ」&「ガーネット」&「ミラ」&「アリデッド」]
Q. 《Star Mine Girl“魔女”「スピカ」＆「ガーネット」＆「ミラ」》がアリーナに置かれている時、手札から《初代“魔女”「アリデッド」黒鎚》を手札から控え室に置くことで、《終演の“魔女”「スピカ」＆「ガーネット」＆「ミラ」＆「アリデッド」》を.《Star Mine Girl“魔女”「スピカ」＆「ガーネット」＆「ミラ」》に重ねて登場させることはできるのでしょうか？",A. はい。可能です。,Q24 （2009-04-10）
Q25,2009-04-10,"[NP-065：暗殺者“ファントム”2代目「ツヴァイ」]
[NP-067：ファントムを狙う“ファントム”「ドライ」]
[NP-074：コンビ“ファントム”「吾妻 玲二」&「ドライ」]
Q. 《暗殺者“ファントム”2代目「ツヴァイ」》がアリーナに置かれている時に、手札から《ファントムを狙う“ファントム”「ドライ」》を控え室に置くことで、《コンビ“ファントム”「吾妻 玲二」＆「ドライ」》を登 場させることはできるのでしょうか？",A. はい。可能です。そのネームを持っているものとして扱うので、登場させることができます。,Q25 （2009-04-10）
Q26,2009-04-10,"[NP-081：古本娘“ネクロノミコン”「アル・アジフ」]
[NP-094：無垢なる刃「デモンベイン」]
Q. 《古本娘“ネクロノミコン”「アル・アジフ」》がフレンドとしてアリーナに置かれている時に、そこに重ねて《無垢なる刃「デモンベイン」》を登場させました。その後、アリーナの別の場所に「大十字 九郎」を置いた場合、《無垢なる刃「デモンベイン」》のみエクストラデッキに戻り、《古本娘“ネクロノミコン”「アル・アジフ」》は場に残るのでしょうか？",A. いいえ。エクストラに置き換わったキャラが控え室に置かれるため、《無垢なる刃「デモンベイン」》はエクストラデッキに戻り、《古本娘“ネクロノミコン”「アル・アジフ」》は控え室に置かれます。,Q26 （2009-04-10）
Q27,2009-11-12,"[NP-081：古本娘“ネクロノミコン”「アル・アジフ」]
[NP-094：無垢なる刃「デモンベイン」]
Q. 《古本娘“ネクロノミコン”「アル・アジフ」》がパートナーとしてアリーナに置かれている時に、そこに重ねて《無垢なる刃「デモンベイン」》を登場させました。その後、アリーナの別の場所に「大十字 九郎」を置いた場合、《無垢なる刃「デモンベイン」》のみエクストラデッキに戻り、《古本娘“ネクロノミコン”「アル・アジフ」》は場に残るのでしょうか？",A. いいえ。その場合は「大十字 九郎」はネームの重複処理により控え室に置かれます。,Q27 （2009-11-12）
Q28,2009-04-10,Q. エクストラキャラをレベルアップさせた後に、さらに別のエクストラを重ねて登場させました。この場合、前のエクストラキャラでレベルアップした分の補正は引き継ぐのでしょうか？,A. はい。引き継ぎます。登場させた場合、1番上のエクストラキャラに重ねて置くので、そのエクストラキャラがLV2以上だった場合は、その補正も引き継ぎます。,Q28 （2009-04-10）
Q29,2009-04-10,Q. メインデッキとエクストラデッキで絵柄の異なるスリーブを使用してもいいのでしょうか？,A. はい。かまいません。メインデッキ内、エクストラデッキ内が統一されていれば問題ありません。,Q29 （2009-04-10）
Q30,2009-04-15,"[NP-037：ディソード“ギガロマニアックス”「咲畑 梨深」]
Q. 《ディソード“ギガロマニアックス”「咲畑 梨深」》の効果は「“ギガロマニアックス”の人数分」とありますが、《“ギガロマニアックス”「折原 梢」＆「蒼井 セナ」》や《“ギガロマニアックス”「星来オルジェル」＆「西條 拓巳」》がアリーナにいる場合、それぞれ２人としてカウントされ+2/+2になるのでしょうか？",A. いいえ。《ディソード“ギガロマニアックス”「咲畑 梨深」》の効果は「自分のアリーナに登場している“ギガロマニアックス”の体数分、」となり、エクストラキャラは１体としてカウントされ+1/+1となります。,Q30 （2009-04-15）
Q31,2009-04-15,"[NP-065：暗殺者“ファントム”2代目「ツヴァイ」]
[NP-074：コンビ“ファントム”「吾妻 玲二」&「ドライ」]
Q. 《コンビ“ファントム”「吾妻 玲二」＆「ドライ」》を、《暗殺者“ファントム”2代目「ツヴァイ」》を控え室に置くことで、レベルアップさせることはできるのでしょうか？",A. はい。可能です。そのネームを持っているものとして扱うので、レベルアップさせることができます。,Q31 （2009-04-15）
Q32,2009-04-24,"[AP-001：託宣の巫女「リアンノン」]
Q. 自分のメインデッキが0枚の場合、《託宣の巫女「リアンノン」》の能力を使えますか？",A. はい。使用することができます。,Q32 （2009-04-24）
Q33,2009-04-24,"[AP-003：ゲールの女戦士「モルガン」]
Q. 《ゲールの女戦士「モルガン」》の［自動］能力のダメージはどのタイミングで与えられますか？",A. サブプレイヤーがガードキャラを選んだ場合、即時発動します。,Q33 （2009-04-24）
Q34,2009-04-24,"[AP-006：泣き虫「スィール」]
Q. 《泣き虫「スィール」》が表向きの時、このキャラの【維持】はどうなりますか？",A. 【維持】が支払えませんので、裏向きになります。,Q34 （2009-04-24）
Q35,2010-05-21,"[AP-007：鉱山妖精「ラスティ」]
Q. 《鉱山妖精「ラスティ」》の能力でデッキの上のカードを5枚公開しました。その中にセットカードがなかった場合どうなりますか？",A. 5枚すべてが控え室に置かれます。,Q35 （2010-05-21）
Q36,2009-04-24,"[AP-008：力自慢「ラスティ」]
Q. 《力自慢「ラスティ」》がバトルで相手のキャラにダメージを与えました。ダメージを与えたキャラにセットカードが複数セットされていた場合、どうなりますか？",A. 《力自慢「ラスティ」》の効果を使用するマスターが、相手キャラにセットされているセットカードを１枚選び、そのセットカードを控え室に置きます。,Q36 （2009-04-24）
Q37,2009-04-24,"[AP-008：力自慢「ラスティ」]
[AP-031：ブリューナク]
Q. 《力自慢「ラスティ」》がバトルで相手のキャラにダメージを与えました。ダメージを与えたキャラに《ブリューナク》がセットされていた場合、《ブリューナク》の『貫通』はどうなりますか？",A. ダメージ判定のダメージ処理のタイミングで、『貫通』のダメージが解決されます。ダメージが解決された後に、《力自慢「ラスティ」》の能力が発動し、相手のキャラの《ブリューナク》が控え室に置かれます。,Q37 （2009-04-24）
Q38,2009-04-24,"[AP-015：行商妖精「エポナ」]
Q. 自分の控え室にセットカードが置かれていない場合、《行商妖精「エポナ」》の能力は使えますか？",A. 使用することができますが、セットカードを手札に加えることができません。,Q38 （2009-04-24）
Q39,2010-05-21,"[AP-015：行商妖精「エポナ」]
Q. 《行商妖精「エポナ」》にセットカードがセットされている時に、その《行商妖精「エポナ」》のフレンド能力を使用した場合、このセットされていたセットカードを能力で手札に加えることは可能ですか？","A. いいえ、不可能です。
まず、《行商妖精「エポナ」》の能力のコストとして、《行商妖精「エポナ」》が控え室に置かれます。この時点でセットカードはセットされるべきキャラがいなくなりますが、このセットカードが総合ルール11.5.4.により控え室に置かれるのは、《行商妖精「エポナ」》の能力を解決した後のチェックタイミングです。
コストの支払いと能力の解決の間にチェックタイミングはないため、《行商妖精「エポナ」》の能力を解決する時点ではセットカードはまだ控え室に置かれておりません。",Q39 （2010-05-21）
Q40,2009-04-24,"[AP-017：魔王さま「アロウン」]
[AP-077：無邪気「アルルゥ」&森の主の子「ムックル」]
Q. 《魔王さま「アロウン》の効果を《無邪気「アルルゥ」＆森の主の子「ムックル」》は得ますか？",A. はい。得ることができます。,Q40 （2009-04-24）
Q41,2009-04-24,"[AP-022：狩猟の心得]
Q. 《狩猟の心得》の【使用】で好きな枚数とありますが、0枚は可能ですか？",A. はい。「1枚以上」などの制限がない限り、0を選択することができます。,Q41 （2009-04-24）
Q42,2009-04-24,"[AP-023：水霊軌槍]
Q. 《水霊軌槍》で手札に戻すキャラの状態は、レスト状態のキャラでもいいのですか？",A. はい。この代償として戻すフレンドの状態はどんな状態でも構いません。,Q42 （2009-04-24）
Q43,2009-04-24,"[AP-032：ゴヴニュハンマー]
Q. 《ゴヴニュハンマー》の効果が発動するのはどのタイミングですか？",A. バトルのダメージ判定の後、発動します。このダメージ判定でダメージを与えることができれば、《ゴヴニュハンマー》をセットされているキャラがバトルの結果裏向きになってしまっても発動します。,Q43 （2009-04-24）
Q44,2009-04-24,"[AP-034：カドゥケウス]
Q. 《カドゥケウス》の効果で回復できるのは、イベントカードの使用宣言した時ですか、それとも効果解決した後ですか？",A. イベントカードの使用を宣言した時に発動しますが、効果の解決は使用を宣言したイベントカードの効果が解決されてからです。,Q44 （2009-04-24）
Q45,2010-05-21,"[AP-036：血染めのドレス]
Q. 《血染めのドレス》が何らかの効果で男性キャラにセットされた場合、どうなりますか？",A. 総合ルール11.5.5.不正セット処理により、控え室に置かれます。,Q45 （2010-05-21）
Q46,2009-04-24,"[AP-042：高校生「柚原 このみ」]
Q. 【登場】で自分の「柚原 このみ」を控え室に置くとありますが、控え室に置く「柚原 このみ」は、裏向きやレスト状態でもいいのですか？",A. はい。フレンド状態であれば、どんな状態のものでも「柚原 このみ」のネームを持っていれば構いません。,Q46 （2009-04-24）
Q47,2009-11-27,"[AP-046：委員長「小牧 愛佳」]
Q. デッキが4枚以下の場合、《委員長「小牧 愛佳」》は登場できますか？",A. はい。登場させることができます。,Q47 （2009-11-27）
Q48,2009-04-24,"[AP-051：３つの願い「るーこ・きれいなそら」]
Q. 《３つの願い「るーこ・きれいなそら」》のパートナー能力で、レベルが参照されるのはどのタイミングですか？",A. このパートナー能力の効果を解決するときになります。,Q48 （2009-04-24）
Q49,2009-04-24,"[AP-053：過去の「草壁 優季」]
Q. 《過去の「草壁 優季」》は、このキャラ以外のキャラがバトルを行った場合、バトル終了時にリバース状態になりますか？",A. いいえ。《過去の「草壁 優季」》の能力はあくまでこのキャラがバトルに参加したときのみ発動します。,Q49 （2009-04-24）
Q50,2009-04-24,"[AP-067：これで勝ったと思うなよぉ～～～!!]
Q. 《これで勝ったと思うなよぉ～～～！》の「バトルは取り消される。」とはどういうことですか？",A. 既に行われているアタック宣言及びガード宣言が取り消され、ダメージ判定が行われません。また、アタック宣言及びガード宣言を誘発条件とした、既に解決されている［自動］能力は解決されたままです。ただし、「バトル終了時まで～」等の期間を指定する［自動］能力は効果を終了します。,Q50 （2009-04-24）
Q51,2009-04-24,"[AP-075：薬師の卵「エルルゥ」]
Q. 《薬師の卵「エルルゥ」》の能力は、相手のターンでも発動しますか？また、その場合にカードを引くのは、どのプレイヤーですか？",A. 発動します。また、この効果でカードを引くのはターンを進めているプレイヤー（メインプレイヤー）です。,Q51 （2009-04-24）
Q52,2009-04-24,"[AP-076：トゥスクル薬師「エルルゥ」]
Q. 《トゥスクル薬師「エルルゥ」》は、自分のアリーナに裏向きのキャラがいない場合、登場条件を満たせず、登場出来ないのですか？",A. はい。自分アリーナに裏向きのキャラがいない場合、代償を払うことができませんので、登場を宣言できません。,Q52 （2009-04-24）
Q53,2009-04-24,"[AP-086：黒き翼「カミュ」]
Q. 《黒き翼「カミュ》の能力の「～他のカードによって増減しない。」とはどういうことですか？",A. その他すべてのカードによる攻撃力の変化を受けないということです。アリーナのキャラの能力、各種イベントカード、このキャラにセットされているセットカードの修整などもすべて含みます。,Q53 （2009-04-24）
Q54,2009-10-28,"[AP-089：うたわれるもの「ウィツァルネミテア」]
Q. 《うたわれるもの「ウィツァルネミテア》の【維持】は、自分のアリーナにフレンドがいない場合、どうなりますか？",A. フレンドが存在いない場合、【維持】を解決する事が出来ませんので裏になります。,Q54 （2009-10-28）
Q55,2009-04-24,"[AP-091：究極の癒し「エルルゥ」&「アルルゥ」]
Q. 《究極の癒し「エルルゥ」＆「アルルゥ」》は、自分のアリーナに表向きのキャラが1体でもいたら、登場条件を満たせず、登場出来ないのですか？",A. はい。自分アリーナに表向きのキャラがいる場合、代償を払うことができませんので、登場を宣言できません。,Q55 （2009-04-24）
Q56,2009-04-24,"[AP-097：漢の花道「クロウ」&「オボロ」]
Q. 《漢の花道「クロウ」＆「オボロ」》を登場させ、同じメインフェイズ中に《漢の花道「クロウ」＆「オボロ」》をレベルアップさせました。相手のアリーナのキャラの耐久力は２減少するでいいのでしょうか？",A. はい。そのように解決します。,Q56 （2009-04-24）
Q57,2010-05-21,"[AP-T02：このみの想い]
Q. 《このみの想い》は、表向きのキャラを目標に使用できますか？","A. はい、このカードの目標は‘キャラ１体’なので、表向きのキャラも目標に出来ます。
その場合、総合ルール1.3.2.より可能な限り効果を解決しますので、「目標のキャラ１体を裏から表にする。」という部分は解決されませんが、「自分は目標のキャラの攻撃力分のダメージを受ける。」という部分は解決されます。",Q57 （2010-05-21）
Q58,2009-10-28,"[AP-053：過去の「草壁 優季」]
Q. 『貫通』を持つ攻撃力5の相手のキャラのアタックを、フレンドの《過去の「草壁 優季」》でガードした場合、貫通のダメージはどうなりますか？",A. 《過去の「草壁 優季」》にダメージを与えられないので、プレイヤーへのダメージが通りません。,Q58 （2009-10-28）
Q59,2009-04-27,"[AP-033：エススの弓]
[NP-006：薄幸“魔女”「ガーネット」]
Q. 《エススの弓》がセットされているキャラのアタックを《薄幸“魔女”「ガーネット」》でガードした場合、相手キャラの『先制攻撃』はどうなりますか？",A. 《薄幸“魔女”「ガーネット」》の能力により、相手キャラの『先制攻撃』は無効になります。,Q59 （2009-04-27）
Q60,2009-10-28,"[NP-095：最凶の鬼械神「リベル・レギス」]
Q. 攻撃力12で『貫通』を持つキャラのアタックを《最凶の鬼械神「リベル・レギス》でガード宣言した場合、ダメージはどのように解決されますか？",A. 《最凶の鬼械神「リベル・レギス》に《最凶の鬼械神「リベル・レギス》を裏向きにするのに軽減を含む必要な１２ダメージが与えられ、相手プレイヤー（本来の目標）にはダメージが入りません。,Q60 （2009-10-28）
Q61,2009-05-22,"[AP-023：水霊軌槍]
Q. 相手キャラのアタックをガードした自分のキャラを《水霊軌槍》で手札に戻しました。この場合、既に発生しているバトルはどのように解決されますか？",A. ガードキャラは選択されているので、ガードは成立しています。このとき、ガードキャラがアリーナに存在しませんが、攻撃力と耐久力が0のガードキャラにガードされているものとして扱われます。,Q61 （2009-05-22）
Q62,2009-05-22,"[AP-027：ゲールの闘志]
Q. 《ゲールの闘志》は、ターン終了時に自分のキャラすべてがレスト状態でないと効果を解決できないのでしょうか？",A. いいえ。ターン終了時にレスト状態のキャラをスタンド状態にする効果です。レスト状態ではないキャラが自分のアリーナにいても効果は解決できます。,Q62 （2009-05-22）
Q63,2009-05-22,"[AP-032：ゴヴニュハンマー]
[AP-081：一本の矢「ドリィ」]
Q. 《ゴヴニュハンマー》がセットされている《一本の矢「ドリィ」》の起動能力で、相手のキャラにダメージを与えました。ダメージを与えたキャラをレスト状態にできますか？",A. いいえ。《一本の矢「ドリィ」》の起動能力によるダメージはバトルによるダメージではありませんので、ダメージを与えたキャラをレスト状態にすることはできません。,Q63 （2009-05-22）
Q64,2009-05-22,"[AP-035：プリムラの花冠]
Q. 攻撃力7で『貫通』を持つキャラのアタックを、《プリムラの花冠》がセットされている耐久力5のキャラでガード宣言しました。このバトルの解決順番どのようになるでしょうか？",A. ガードキャラに5ダメージ、相手プレイヤーに2ダメージが与えられ、ダメージ判定を行います。このときキャラが裏向きになるので《プリムラの花冠》の効果が発動し、発動するかどうかを選択します。その後、サブプレイヤーの2ダメージを解決します。,Q64 （2009-05-22）
Q65,2009-05-22,"[AP-065：屋上ランチ]
Q. 《屋上ランチ》の使用代償でメインデッキの上から5枚を控え室に置きました。この時に自分のパートナーと同じカード名のカードが控え室に置かれた場合、オートレベルアップできますか？",A. できません。控え室に置く行為はダメージを受ける行為とは区別されます。,Q65 （2009-05-22）
Q66,2009-10-28,"[AP-094：双子技「ドリィ」&「グラァ」]
Q. 自分のアリーナの《双子技「ドリィ」＆「グラァ」》に《双子技「ドリィ」＆「グラァ」》をレベルアップではなく、登場宣言することはできますか？",A. いいえ。登場宣言できません。,Q66 （2009-10-28）
Q67,2009-05-22,"[SW-020：柏葉剣付騎士鉄十字章叙勲「ハルトマン」]
Q. 《柏葉剣付騎士鉄十字勲章叙勲「ハルトマン」》の【維持】は、お互いの手札枚数が同数の場合、どうなりますか？",A. 条件を満たしていないため、発動しません。,Q67 （2009-05-22）
Q68,2009-05-22,"[SW-030：マイペース「リーネ」]
Q. 《マイペース「リーネ」》の［自動：パートナー］能力に‘このキャラがレベルアップかオートレベルアップした場合、このキャラをレスト状態にし、カードをレベル分の枚数引いてもよい。その後、目標のキャラ1体にこのキャラのレベル分のダメージを与えてもよい。’とありますが、どう解決したらよいかわかりません。解決の仕方を教えてください。",A. このキャラがレベルアップした場合、まずこのキャラをレスト状態にします。次にカードをレベル分の枚数引くか、引かないかを選択し、解決します。その後に目標のキャラ1体にこのキャラのレベル分のダメージを与えます。,Q68 （2009-05-22）
Q69,2009-05-22,"[SW-087：守りたいから私は飛ぶ！]
Q. 《守りたいから私は飛ぶ！》に‘攻撃力がレベル分上昇し～’とありますが、このとき参照されるレベルは自分のパートナーのレベルですか？",A. いいえ。このカードを使用したキャラのレベルを参照します。,Q69 （2009-05-22）
Q70,2009-05-22,"[SK-049：“呉”甘寧興覇「思春」]
Q. 《“呉”甘寧興覇「思春》のパートナー能力にアタックドローできないとありますが、パートナーがアタック宣言した際に行われるドローができないと言う解釈でよろしいのでしょうか？",A. はい。このキャラがパートナーとして自分のアリーナにいる場合、パートナーがアタックする際のアタックドローができないという意味です。,Q70 （2009-05-22）
Q71,2016-12-01,"[SW-009：「坂本 美緒」少佐]
Q. 《「坂本 美緒」少佐》が『相手選択』と『貫通』を持っているとき、《「坂本 美緒」少佐》が相手のキャラAにアタックし、相手のキャラBがガードしました。《「坂本 美緒」少佐》の攻撃力が相手のキャラBの耐久力より高かったため、相手のキャラAに『貫通』のダメージを与えました。この場合、相手のキャラAは《「坂本 美緒」少佐》の［自動］の効果で【レスト】になるのでしょうか？","A. はい。バトルによって相手のキャラAにダメージが与えられていますので、《「坂本 美緒」少佐》の［永続］この効果が発動し、相手のキャラAはレストになります。
いいえ、レスト状態にはなりません。
《「坂本 美緒」少佐》の能力はバトルによるダメージをバトル相手に与えた場合に誘発する[自動]であり、『貫通』によって余剰ダメージを与えられるのは、バトル相手ではなくアタック目標です。
『貫通』によってダメージを与えたキャラAはバトル相手ではないため、《「坂本 美緒」少佐》の［自動］で【レスト】になりません。",Q71 （2016-12-01）
Q72,2009-06-26,"[SW-014：「バルクホルン」大尉]
Q. 自分のアリーナに「宮藤 芳佳」と《かけがえのない存在「クリス」》がいる場合、《「バルクホルン」大尉》の攻撃力と耐久力はいくつですか？",A. 《「バルクホルン」大尉》の効果で攻撃力と耐久力がそれぞれ4上昇し、《かけがえのない存在「クリス」》の効果で攻撃力と耐久力が2上昇します。他に攻撃力と耐久力を増減する能力がなく、《「バルクホルン」大尉》がフレンドの場合、最終的に攻撃力7、耐久力7になります。,Q72 （2009-06-26）
Q73,2009-06-26,"[SW-017：超身体強化「バルクホルン」]
Q. 《超身体強化「バルクホルン」》に《ストライカーユニット》がセットされている場合、《超身体強化「バルクホルン」》自身も‘［永続］このキャラはセットカードを追加で1枚セットできる。この能力は【裏】でも発動する。’を持っているのですが、新たに《ストライカーユニット》をセットすることはできますか？",A. はい。《超身体強化「バルクホルン」》の効果はセットするセットカードの種類を制限しておりませんので、セットすることができます。,Q73 （2009-06-26）
Q74,2009-06-26,"[SW-038：「ルッキーニ」少尉]
Q. 《「ルッキーニ」少尉》の【登場】〔目標のセットカードを1枚控え室に置く〕で控え室に置くセットカードは、相手のキャラにセットされているセットカードでもよいのでしょうか？",A. はい。相手のセットカードも目標にすることができます。,Q74 （2009-06-26）
Q75,2009-06-26,"[SW-048：扶桑人形]
Q. 《扶桑人形》の能力を使って、自分の他のキャラにセットカードとして《扶桑人形》をセットしました。このとき、《扶桑人形》がセットされているキャラは、《扶桑人形》の攻撃力補正及び耐久力補正を受けることができるのですか？",A. はい。《扶桑人形》はセットカードとしてセットされますので、セットされているキャラはセットカードの攻撃力補正及び耐久力補正を受けることができます。,Q75 （2009-06-26）
Q76,2009-06-26,"[SW-048：扶桑人形]
Q. 《扶桑人形》の能力を使って、相手のキャラにセットカードとして《扶桑人形》をセットできるのですか？",A. いいえ、できません。《扶桑人形》をセットできるのは自分のキャラのみとなります。,Q76 （2009-06-26）
Q77,2009-06-26,"[SW-048：扶桑人形]
[SW-059：侵略者“ネウロイ”]
Q. 《扶桑人形》や《侵略者“ネウロイ”》を複数体アリーナに登場させることは可能でしょうか？",A. はい。可能です。,Q77 （2009-06-26）
